City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,Uyemskiy,-18.4733,-47.2003,293.24,72,67,1.59,BR,2022-03-11 01:24:42
280,Uyemskiy,69.2167,-51.1,258.16,61,75,4.63,GL,2022-03-11 01:24:42
281,Uyemskiy,-26.7852,-60.4388,293.17,94,100,3.32,AR,2022-03-11 01:24:43
282,Uyemskiy,8.5332,28.1004,304.01,27,100,3.64,SS,2022-03-11 01:24:43
283,Uyemskiy,21.3156,-158.0072,302.8,58,40,4.63,US,2022-03-11 01:22:59
284,Uyemskiy,52.862,4.834,281.15,68,6,6.71,NL,2022-03-11 01:24:44
285,Uyemskiy,51.6667,75.3667,254.09,99,90,2.88,KZ,2022-03-11 01:24:45
286,Uyemskiy,40.0936,113.2914,281.66,42,100,2.07,CN,2022-03-11 01:24:45
287,Uyemskiy,68.3751,17.5988,278.18,95,100,2.7,NO,2022-03-11 01:24:46
288,Uyemskiy,37.5683,126.9778,280.91,66,75,1.54,KR,2022-03-11 01:23:12
289,Uyemskiy,-32.035,-52.0986,294.23,82,99,5.86,BR,2022-03-11 01:24:47
290,Uyemskiy,27.2696,31.1511,284.27,39,3,3.75,EG,2022-03-11 01:24:48
291,Uyemskiy,66.0,111.5,255.87,96,100,1.66,RU,2022-03-11 01:24:48
292,Uyemskiy,25.0213,37.2685,293.74,48,97,9.99,SA,2022-03-11 01:24:49
293,Uyemskiy,17.0151,54.0924,294.97,52,0,0.85,OM,2022-03-11 01:24:50
294,Uyemskiy,-6.6447,-51.995,295.41,96,100,0.7,BR,2022-03-11 01:24:51
295,Uyemskiy,13.7796,124.39,300.26,81,44,3.78,PH,2022-03-11 01:24:51
296,Uyemskiy,39.2446,55.5154,282.37,67,100,4.15,TM,2022-03-11 01:24:52
297,Uyemskiy,35.5333,134.8333,285.18,54,0,2.06,JP,2022-03-11 01:24:53
298,Uyemskiy,-28.8667,153.05,293.03,100,100,3.6,AU,2022-03-11 01:24:54
299,Uyemskiy,70.0513,24.9718,279.05,61,99,6.17,NO,2022-03-11 01:24:54
300,Uyemskiy,27.1467,57.0801,292.33,94,10,0.0,IR,2022-03-11 01:24:55
301,Uyemskiy,38.731,113.228,283.42,51,100,2.34,CN,2022-03-11 01:24:56
302,Uyemskiy,15.751,99.7893,302.79,55,8,1.17,TH,2022-03-11 01:24:56
303,Uyemskiy,-8.19,114.9675,301.5,77,39,2.14,ID,2022-03-11 01:24:57
304,Uyemskiy,67.667,12.6934,278.64,91,100,6.51,NO,2022-03-11 01:24:58
305,Uyemskiy,21.8667,75.95,296.76,35,6,1.61,IN,2022-03-11 01:24:58
306,Uyemskiy,36.8197,21.7049,277.07,70,34,3.67,GR,2022-03-11 01:24:59
307,Uyemskiy,43.9098,67.2495,282.82,79,100,6.71,KZ,2022-03-11 01:24:59
308,Uyemskiy,17.9583,-102.2,297.13,70,1,3.59,MX,2022-03-11 01:20:07
309,Uyemskiy,51.932,108.0747,263.01,80,100,2.19,RU,2022-03-11 01:25:00
310,Uyemskiy,9.9022,4.4192,303.84,27,100,0.94,NG,2022-03-11 01:25:01
311,Uyemskiy,33.7333,135.9833,288.1,52,100,1.13,JP,2022-03-11 01:25:02
312,Uyemskiy,64.0049,-22.5624,280.39,93,75,10.8,IS,2022-03-11 01:25:03
313,Uyemskiy,33.5383,70.3462,287.5,42,8,1.9,PK,2022-03-11 01:25:04
314,Uyemskiy,60.1432,-45.2371,259.96,72,0,3.15,GL,2022-03-11 01:25:05
315,Uyemskiy,68.2191,-135.0107,250.47,95,96,2.31,CA,2022-03-11 01:25:06
316,Uyemskiy,42.7297,133.0839,277.92,77,1,3.98,RU,2022-03-11 01:26:06
317,Uyemskiy,-22.9575,14.5053,289.68,88,16,2.06,NA,2022-03-11 01:26:07
318,Uyemskiy,0.0487,18.2603,293.99,96,100,2.37,CD,2022-03-11 01:26:07
319,Uyemskiy,39.05,-27.9833,287.04,60,100,9.08,PT,2022-03-11 01:26:08
320,Uyemskiy,10.9995,122.6711,301.97,73,29,3.48,PH,2022-03-11 01:26:09
321,Uyemskiy,46.5927,-112.0361,270.7,41,0,6.17,US,2022-03-11 01:26:05
322,Uyemskiy,14.35,121.0167,301.72,73,75,1.54,PH,2022-03-11 01:26:10
323,Uyemskiy,-24.5333,32.9833,293.34,95,11,2.42,MZ,2022-03-11 01:26:11
324,Uyemskiy,-20.7377,116.8463,305.87,47,2,2.73,AU,2022-03-11 01:26:11
325,Uyemskiy,-6.2608,-36.5178,297.46,74,100,7.11,BR,2022-03-11 01:26:12
326,Uyemskiy,-28.7667,114.6,305.38,23,0,1.54,AU,2022-03-11 01:26:12
327,Uyemskiy,65.5833,-171.0,262.64,68,0,6.53,RU,2022-03-11 01:26:13
328,Uyemskiy,21.2833,-88.9333,300.04,69,45,1.99,MX,2022-03-11 01:26:14
329,Uyemskiy,-1.2154,10.5838,296.61,99,100,0.86,GA,2022-03-11 01:26:15
330,Uyemskiy,-45.4167,167.7167,291.35,75,98,3.06,NZ,2022-03-11 01:26:16
331,Uyemskiy,24.6333,-101.4167,289.52,6,0,4.48,MX,2022-03-11 01:26:17
332,Uyemskiy,-3.1374,142.3475,302.77,65,28,1.22,PG,2022-03-11 01:23:17
333,Uyemskiy,63.8986,122.7617,250.4,98,100,0.96,RU,2022-03-11 01:26:18
334,Uyemskiy,-26.6481,15.1594,294.31,74,5,0.73,NA,2022-03-11 01:26:18
335,Uyemskiy,35.7333,140.8333,289.42,69,81,6.77,JP,2022-03-11 01:26:19
336,Uyemskiy,66.7697,123.3711,250.4,91,97,1.14,RU,2022-03-11 01:26:20
337,Uyemskiy,40.4272,71.7189,282.55,81,77,1.03,UZ,2022-03-11 01:26:20
338,Uyemskiy,21.4022,-157.7394,302.82,79,43,1.79,US,2022-03-11 01:26:21
339,Uyemskiy,-19.9842,57.6142,298.41,88,3,0.89,MU,2022-03-11 01:26:22
340,Uyemskiy,-9.4333,159.95,303.08,70,100,1.91,SB,2022-03-11 01:26:22
341,Uyemskiy,11.2833,-15.8333,297.42,73,42,7.33,GW,2022-03-11 01:26:23
342,Uyemskiy,45.6285,-1.0281,283.59,84,100,9.72,FR,2022-03-11 01:26:24
343,Uyemskiy,-20.5167,57.5167,299.36,89,40,1.54,MU,2022-03-11 01:26:24
344,Uyemskiy,26.8568,85.5581,291.5,44,0,1.51,NP,2022-03-11 01:26:25
345,Uyemskiy,30.4397,48.1664,295.13,68,0,5.14,IR,2022-03-11 01:26:25
346,Uyemskiy,-34.6132,-58.3772,293.68,66,0,5.66,AR,2022-03-11 01:25:57
347,Uyemskiy,47.8667,88.1167,268.86,93,76,1.13,CN,2022-03-11 01:26:26
348,Uyemskiy,25.85,78.9167,293.13,38,2,1.33,IN,2022-03-11 01:26:27
349,Uyemskiy,27.6667,-105.1667,294.43,6,100,9.76,MX,2022-03-11 01:26:27
350,Uyemskiy,26.7292,33.9365,288.31,39,6,8.65,EG,2022-03-11 01:26:28
351,Uyemskiy,50.6938,29.6193,265.7,71,6,5.29,UA,2022-03-11 01:26:28
352,Uyemskiy,14.2,24.6667,291.03,31,99,6.87,SD,2022-03-11 01:26:29
353,Uyemskiy,-1.195,-46.02,296.99,94,79,1.36,BR,2022-03-11 01:26:29
354,Uyemskiy,66.0449,-17.3389,276.5,88,100,4.97,IS,2022-03-11 01:26:30
355,Uyemskiy,45.3167,55.2,278.81,93,100,2.05,KZ,2022-03-11 01:26:30
356,Uyemskiy,-40.8135,-62.9967,288.23,64,6,3.48,AR,2022-03-11 01:26:31
357,Uyemskiy,34.6667,138.95,288.35,56,35,3.35,JP,2022-03-11 01:26:32
358,Uyemskiy,37.8333,12.6667,275.2,87,0,3.6,IT,2022-03-11 01:26:32
359,Uyemskiy,42.7762,-9.0603,284.31,88,96,8.69,ES,2022-03-11 01:26:33
360,Uyemskiy,43.4065,-124.2243,286.44,80,20,5.14,US,2022-03-11 01:26:33
361,Uyemskiy,-6.2167,155.6333,302.98,67,84,2.52,PG,2022-03-11 01:27:34
362,Uyemskiy,15.1333,-23.2167,294.38,77,1,8.86,CV,2022-03-11 01:27:35
363,Uyemskiy,39.484,26.9278,274.2,60,40,7.72,TR,2022-03-11 01:27:35
364,Uyemskiy,-10.4,40.3333,297.85,89,100,3.44,TZ,2022-03-11 01:27:36
365,Uyemskiy,-14.0833,-70.4333,276.43,93,98,1.54,PE,2022-03-11 01:27:36
366,Uyemskiy,-20.7333,139.5,309.02,15,6,5.66,AU,2022-03-11 01:27:37
367,Uyemskiy,3.8653,-67.9239,298.57,85,88,1.26,CO,2022-03-11 01:27:37
368,Uyemskiy,14.7308,0.9174,300.04,7,10,4.63,NE,2022-03-11 01:27:38
369,Uyemskiy,26.5881,127.9761,294.39,68,100,4.69,JP,2022-03-11 01:27:39
370,Uyemskiy,35.2,26.0986,278.7,61,90,13.37,GR,2022-03-11 01:27:39
371,Uyemskiy,-28.2939,-49.9317,289.13,99,100,1.16,BR,2022-03-11 01:27:40
372,Uyemskiy,23.6137,114.1919,294.92,61,0,0.51,CN,2022-03-11 01:27:40
373,Uyemskiy,-21.15,149.2,304.08,74,75,4.63,AU,2022-03-11 01:27:41
374,Uyemskiy,7.1333,40.7,287.45,55,89,1.29,ET,2022-03-11 01:27:41
375,Uyemskiy,-1.9417,-54.7383,296.25,92,99,1.08,BR,2022-03-11 01:27:42
376,Uyemskiy,66.9395,-53.6735,249.7,95,47,2.19,GL,2022-03-11 01:27:42
377,Uyemskiy,-6.8367,-79.9342,295.63,80,100,5.66,PE,2022-03-11 01:27:43
378,Uyemskiy,22.3384,90.7419,296.05,46,100,2.25,BD,2022-03-11 01:27:44
379,Uyemskiy,-21.3667,55.6167,297.36,83,21,3.92,RE,2022-03-11 01:27:44
380,Uyemskiy,48.6499,-53.1147,271.46,79,69,8.13,CA,2022-03-11 01:27:45
381,Uyemskiy,45.6333,85.1833,273.82,86,100,3.21,CN,2022-03-11 01:27:46
382,Uyemskiy,53.9202,102.0442,260.19,93,100,1.72,RU,2022-03-11 01:27:46
383,Uyemskiy,16.0678,108.2208,299.14,65,20,0.51,VN,2022-03-11 01:27:47
384,Uyemskiy,64.8945,-23.7142,277.52,93,100,7.62,IS,2022-03-11 01:27:47
385,Uyemskiy,60.4667,166.1,261.16,80,6,4.61,RU,2022-03-11 01:27:48
386,Uyemskiy,53.9353,139.9242,263.73,92,100,3.83,RU,2022-03-11 01:27:48
387,Uyemskiy,48.0056,91.6419,267.58,50,0,6.24,MN,2022-03-11 01:27:49
388,Uyemskiy,67.8006,130.4114,254.38,95,100,1.42,RU,2022-03-11 01:27:49
389,Uyemskiy,-8.9266,125.4092,295.19,64,15,0.87,TL,2022-03-11 01:27:50
390,Uyemskiy,-30.5983,-71.2003,295.92,47,0,1.5,CL,2022-03-11 01:27:51
391,Uyemskiy,43.826,-111.7897,266.88,92,78,0.61,US,2022-03-11 01:27:51
392,Uyemskiy,60.7161,-135.0538,273.58,69,100,10.29,CA,2022-03-11 01:27:44
393,Uyemskiy,-28.783,32.0377,295.39,92,6,1.65,ZA,2022-03-11 01:27:52
394,Uyemskiy,2.3,111.8167,298.32,94,20,1.54,MY,2022-03-11 01:24:11
395,Uyemskiy,44.0461,26.0642,270.31,56,8,5.44,RO,2022-03-11 01:27:53
396,Uyemskiy,8.4167,-10.8333,296.54,80,5,0.9,SL,2022-03-11 01:27:53
397,Uyemskiy,-35.1667,173.1667,296.64,56,83,4.65,NZ,2022-03-11 01:27:54
398,Uyemskiy,55.7435,-97.8558,253.24,54,75,6.69,CA,2022-03-11 01:24:38
399,Uyemskiy,31.2136,-82.354,290.18,96,75,0.0,US,2022-03-11 01:27:55
400,Uyemskiy,42.975,144.3747,273.68,86,75,2.57,JP,2022-03-11 01:26:36
401,Uyemskiy,-2.6741,141.3028,302.65,64,100,0.47,PG,2022-03-11 01:27:56
402,Uyemskiy,45.5234,-122.6762,284.26,41,75,2.06,US,2022-03-11 01:25:03
403,Uyemskiy,11.6667,92.75,299.17,94,20,1.03,IN,2022-03-11 01:27:57
404,Uyemskiy,64.8569,-147.8028,268.31,60,75,7.72,US,2022-03-11 01:27:57
405,Uyemskiy,-34.6534,-58.6198,293.14,70,0,2.0,AR,2022-03-11 01:27:58
406,Uyemskiy,60.1496,15.1878,273.04,92,23,2.94,SE,2022-03-11 01:27:58
407,Uyemskiy,-13.2,49.05,296.42,98,100,0.31,MG,2022-03-11 01:27:59
408,Uyemskiy,26.8833,80.8,290.12,94,5,2.06,IN,2022-03-11 01:27:59
409,Uyemskiy,5.3505,48.5268,298.28,68,100,5.19,SO,2022-03-11 01:28:00
410,Uyemskiy,50.2334,-63.5986,272.15,80,0,8.75,CA,2022-03-11 01:29:00
411,Uyemskiy,-3.8367,-62.0569,295.87,97,100,1.25,BR,2022-03-11 01:29:01
412,Uyemskiy,-34.6515,-59.4307,289.74,54,0,2.9,AR,2022-03-11 01:29:02
413,Uyemskiy,50.0334,-66.8654,270.21,77,4,5.17,CA,2022-03-11 01:26:44
414,Uyemskiy,-34.5833,150.8552,296.58,58,13,1.34,AU,2022-03-11 01:29:03
415,Uyemskiy,-32.8472,27.4422,289.3,96,0,1.08,ZA,2022-03-11 01:29:03
416,Uyemskiy,47.674,-122.1215,281.83,46,100,0.45,US,2022-03-11 01:29:04
417,Uyemskiy,53.2556,-4.3106,281.33,70,96,5.66,GB,2022-03-11 01:29:05
418,Uyemskiy,44.3683,-100.351,270.66,61,0,8.49,US,2022-03-11 01:24:17
419,Uyemskiy,70.9821,25.9704,277.21,82,85,19.21,NO,2022-03-11 01:29:06
420,Uyemskiy,58.6031,125.3894,257.91,91,100,1.41,RU,2022-03-11 01:29:07
421,Uyemskiy,28.6835,-17.7642,290.23,72,0,3.09,ES,2022-03-11 01:29:07
422,Uyemskiy,40.922,14.5329,283.07,58,9,2.43,IT,2022-03-11 01:29:08
423,Uyemskiy,20.5022,-10.0711,291.26,13,0,5.56,MR,2022-03-11 01:29:09
424,Uyemskiy,31.6,131.3667,287.97,57,100,2.6,JP,2022-03-11 01:29:09
425,Uyemskiy,15.2833,-92.7,298.23,74,29,1.06,MX,2022-03-11 01:29:10
426,Uyemskiy,61.67,96.37,243.1,100,88,1.16,RU,2022-03-11 01:29:11
427,Uyemskiy,10.5669,72.642,300.98,71,18,2.41,IN,2022-03-11 01:29:12
428,Uyemskiy,51.1494,15.0084,272.09,47,3,1.79,PL,2022-03-11 01:29:12
429,Uyemskiy,64.1835,-51.7216,249.08,88,17,2.96,GL,2022-03-11 01:27:09
430,Uyemskiy,44.8755,-91.9193,268.17,54,65,3.09,US,2022-03-11 01:29:13
431,Uyemskiy,4.1667,11.5333,295.08,86,100,1.6,CM,2022-03-11 01:29:14
432,Uyemskiy,9.2,12.4833,301.37,18,100,1.59,NG,2022-03-11 01:29:15
433,Uyemskiy,63.9167,24.9667,273.53,92,100,4.05,FI,2022-03-11 01:29:15
434,Uyemskiy,-8.345,113.6058,300.49,77,75,0.81,ID,2022-03-11 01:29:16
435,Uyemskiy,37.7167,-25.4333,287.38,69,100,5.54,PT,2022-03-11 01:29:16
436,Uyemskiy,51.1501,-108.7514,254.22,83,62,5.96,CA,2022-03-11 01:29:17
437,Uyemskiy,-28.0,153.4333,299.95,89,75,3.09,AU,2022-03-11 01:26:33
438,Uyemskiy,61.3482,16.3946,273.64,83,97,5.43,SE,2022-03-11 01:29:18
439,Uyemskiy,52.4503,64.6311,257.87,90,100,5.6,KZ,2022-03-11 01:29:19
440,Uyemskiy,59.3875,9.1737,275.97,91,100,0.66,NO,2022-03-11 01:29:20
441,Uyemskiy,54.8167,54.0,254.08,100,97,2.45,RU,2022-03-11 01:29:21
442,Uyemskiy,31.61,34.7642,283.53,100,99,9.48,IL,2022-03-11 01:27:00
443,Uyemskiy,34.4,131.4167,287.2,49,100,2.69,JP,2022-03-11 01:29:22
444,Uyemskiy,62.6012,29.7632,273.42,87,100,4.12,FI,2022-03-11 01:29:22
445,Uyemskiy,10.5835,-61.1177,298.81,87,75,4.08,TT,2022-03-11 01:29:23
446,Uyemskiy,4.7059,-74.2302,285.2,82,20,1.54,CO,2022-03-11 01:28:39
447,Uyemskiy,13.0833,109.3,296.4,79,56,3.61,VN,2022-03-11 01:27:55
448,Uyemskiy,41.4853,12.6179,283.33,86,10,4.67,IT,2022-03-11 01:29:25
449,Uyemskiy,-9.6567,120.2641,301.54,79,90,2.86,ID,2022-03-11 01:29:25
450,Uyemskiy,-6.8844,112.2051,300.38,77,27,2.39,ID,2022-03-11 01:29:26
451,Uyemskiy,36.8163,50.8738,283.12,97,100,2.99,IR,2022-03-11 01:29:26
452,Uyemskiy,-9.0763,143.2092,301.83,75,68,2.58,PG,2022-03-11 01:29:27
453,Uyemskiy,7.5264,-12.505,297.9,89,31,2.57,SL,2022-03-11 01:29:28
454,Uyemskiy,29.7226,112.419,293.23,67,0,2.92,CN,2022-03-11 01:29:28
455,Uyemskiy,-19.0595,-169.9187,299.09,89,75,3.6,NU,2022-03-11 01:29:29
456,Uyemskiy,9.4942,50.8122,296.98,75,100,4.0,SO,2022-03-11 01:30:29
457,Uyemskiy,-35.35,150.4667,295.8,59,14,2.58,AU,2022-03-11 01:30:30
458,Uyemskiy,39.8161,109.9776,283.8,57,100,5.53,CN,2022-03-11 01:30:30
459,Uyemskiy,46.0833,125.9833,272.16,73,2,6.84,CN,2022-03-11 01:30:31
460,Uyemskiy,7.9803,49.8164,295.49,78,97,3.62,SO,2022-03-11 01:30:32
461,Uyemskiy,-31.6333,-60.7,294.81,80,57,2.02,AR,2022-03-11 01:27:36
462,Uyemskiy,-8.7676,160.7034,301.33,79,100,2.23,SB,2022-03-11 01:30:33
463,Uyemskiy,51.2585,-80.6094,252.14,65,0,1.54,CA,2022-03-11 01:30:33
464,Uyemskiy,-4.6476,39.3817,298.02,84,100,2.67,KE,2022-03-11 01:30:34
465,Uyemskiy,60.0625,71.4789,241.13,100,98,0.67,RU,2022-03-11 01:30:35
466,Uyemskiy,31.3167,-113.5333,290.32,80,1,4.92,MX,2022-03-11 01:30:35
467,Uyemskiy,5.3833,-52.95,298.12,86,100,3.62,GF,2022-03-11 01:30:36
468,Uyemskiy,18.8667,79.2167,299.18,35,3,0.5,IN,2022-03-11 01:30:36
469,Uyemskiy,40.909,-73.0651,278.23,83,75,1.34,US,2022-03-11 01:30:37
470,Uyemskiy,53.2168,-106.4011,253.72,84,100,5.36,CA,2022-03-11 01:30:38
471,Uyemskiy,21.4694,-158.2175,302.78,57,75,4.63,US,2022-03-11 01:30:38
472,Uyemskiy,52.7834,-108.2847,255.2,60,0,6.17,CA,2022-03-11 01:30:16
473,Uyemskiy,69.4058,86.1778,238.59,100,98,2.77,RU,2022-03-11 01:30:39
474,Uyemskiy,18.4167,-64.6167,299.17,73,40,5.14,VG,2022-03-11 01:30:40
475,Uyemskiy,8.0086,-62.3989,295.48,92,100,1.66,VE,2022-03-11 01:30:41
476,Uyemskiy,40.1629,-8.3327,286.44,96,100,4.45,PT,2022-03-11 01:30:41
477,Uyemskiy,51.5833,113.0333,263.81,62,97,0.67,RU,2022-03-11 01:30:42
478,Uyemskiy,34.6851,135.8049,286.46,36,99,1.74,JP,2022-03-11 01:30:24
479,Uyemskiy,42.8,93.45,281.74,41,4,3.31,CN,2022-03-11 01:30:43
480,Uyemskiy,33.2402,72.2661,289.86,47,0,2.13,PK,2022-03-11 01:30:44
481,Uyemskiy,19.4167,80.0667,297.76,34,0,0.56,IN,2022-03-11 01:30:45
482,Uyemskiy,36.7525,3.042,283.05,82,0,2.06,DZ,2022-03-11 01:28:36
483,Uyemskiy,-35.3333,-72.4167,289.3,68,0,4.59,CL,2022-03-11 01:30:46
484,Uyemskiy,48.0,122.7167,272.82,39,0,11.0,CN,2022-03-11 01:30:46
485,Uyemskiy,38.9342,100.4517,281.92,29,100,1.12,CN,2022-03-11 01:30:47
486,Uyemskiy,18.8003,110.3967,297.23,76,90,3.71,CN,2022-03-11 01:30:48
487,Uyemskiy,46.6166,10.7002,272.64,91,62,0.96,IT,2022-03-11 01:30:48
488,Uyemskiy,-12.1167,-77.05,295.1,54,40,2.57,PE,2022-03-11 01:28:47
489,Uyemskiy,-20.4597,-66.825,285.05,62,100,5.27,BO,2022-03-11 01:30:49
490,Uyemskiy,41.1875,61.4036,284.57,70,83,3.73,TM,2022-03-11 01:30:50
491,Uyemskiy,21.1167,70.1167,297.38,47,0,4.87,IN,2022-03-11 01:30:50
492,Uyemskiy,55.1333,-7.45,279.33,79,100,9.48,IE,2022-03-11 01:30:51
493,Uyemskiy,38.421,-121.4238,293.2,11,0,8.75,US,2022-03-11 01:30:52
494,Uyemskiy,57.3064,88.1667,247.93,96,81,1.73,RU,2022-03-11 01:30:52
495,Uyemskiy,66.8333,70.8333,252.61,92,100,4.01,RU,2022-03-11 01:30:53
496,Uyemskiy,63.7506,-68.5145,247.42,75,75,1.54,CA,2022-03-11 01:30:54
497,Uyemskiy,-18.8333,-63.4667,292.25,91,9,0.55,BO,2022-03-11 01:30:54
498,Uyemskiy,43.2928,5.5707,284.42,84,76,3.83,FR,2022-03-11 01:30:55
499,Uyemskiy,68.097,16.3742,278.08,92,100,2.49,NO,2022-03-11 01:30:56
500,Uyemskiy,50.6996,-127.4199,277.15,93,100,7.2,CA,2022-03-11 01:30:17
501,Uyemskiy,-25.4,-70.4833,292.99,78,3,1.76,CL,2022-03-11 01:30:57
502,Uyemskiy,17.1503,-25.0201,293.03,78,9,7.36,CV,2022-03-11 01:31:57
503,Uyemskiy,-0.9492,100.3543,298.18,75,65,1.66,ID,2022-03-11 01:31:58
504,Uyemskiy,-33.7333,-70.75,296.34,27,2,1.91,CL,2022-03-11 01:31:58
505,Uyemskiy,49.8167,-94.4337,260.69,78,100,5.66,CA,2022-03-11 01:31:59
506,Uyemskiy,60.9167,-46.05,258.27,80,1,2.64,GL,2022-03-11 01:32:00
507,Uyemskiy,7.7669,-72.225,295.25,94,97,0.6,VE,2022-03-11 01:32:00
508,Uyemskiy,46.1879,-123.8313,283.09,64,75,4.63,US,2022-03-11 01:29:13
509,Uyemskiy,50.6856,-121.942,274.8,86,99,1.9,CA,2022-03-11 01:32:01
510,Uyemskiy,-26.502,17.1583,295.58,69,74,1.85,NA,2022-03-11 01:32:02
511,Uyemskiy,58.3814,97.4531,251.28,98,99,0.78,RU,2022-03-11 01:32:03
512,Uyemskiy,46.4631,10.347,270.2,98,87,2.01,IT,2022-03-11 01:32:03
513,Uyemskiy,-0.1303,-67.0892,296.18,98,94,1.1,BR,2022-03-11 01:32:04
514,Uyemskiy,62.5333,155.8,265.49,85,73,0.53,RU,2022-03-11 01:32:05
515,Uyemskiy,-36.6167,-72.95,288.49,71,35,1.97,CL,2022-03-11 01:32:06
516,Uyemskiy,42.7392,-84.6208,273.24,67,100,3.09,US,2022-03-11 01:32:06
517,Uyemskiy,-0.4139,-65.0192,296.0,98,95,1.39,BR,2022-03-11 01:32:07
518,Uyemskiy,29.5577,70.3762,294.08,41,0,3.14,PK,2022-03-11 01:32:08
519,Uyemskiy,51.9333,116.6333,261.99,72,4,1.55,RU,2022-03-11 01:32:09
520,Uyemskiy,-38.7196,-62.2724,290.76,59,69,4.58,AR,2022-03-11 01:30:59
521,Uyemskiy,-0.7193,8.7815,300.74,79,100,4.16,GA,2022-03-11 01:32:11
522,Uyemskiy,12.7794,45.0367,298.19,72,100,9.08,YE,2022-03-11 01:30:03
523,Uyemskiy,-35.7167,150.1833,292.65,52,18,2.56,AU,2022-03-11 01:32:12
524,Uyemskiy,-13.7975,-47.4583,293.67,79,10,1.15,BR,2022-03-11 01:32:12
525,Uyemskiy,45.2698,36.3303,270.13,73,50,6.47,UA,2022-03-11 01:32:13
526,Uyemskiy,1.1667,108.9667,301.31,73,85,2.84,ID,2022-03-11 01:32:14
527,Uyemskiy,-9.1061,124.8925,301.32,68,37,0.78,ID,2022-03-11 01:32:15
528,Uyemskiy,65.3718,58.0387,255.83,93,97,6.02,RU,2022-03-11 01:32:15
529,Uyemskiy,-15.1961,12.1522,295.52,84,100,1.67,AO,2022-03-11 01:32:16
530,Uyemskiy,9.3094,42.1258,288.43,53,97,2.45,ET,2022-03-11 01:32:17
531,Uyemskiy,-34.0527,23.3716,292.52,92,8,2.13,ZA,2022-03-11 01:32:17
532,Uyemskiy,44.4,131.1667,273.67,44,0,6.34,CN,2022-03-11 01:32:18
533,Uyemskiy,65.5333,72.5167,249.29,97,92,4.75,RU,2022-03-11 01:32:18
534,Uyemskiy,-5.95,34.1333,289.23,98,100,1.71,TZ,2022-03-11 01:32:19
535,Uyemskiy,50.9327,119.2911,263.09,81,8,1.34,RU,2022-03-11 01:32:20
536,Uyemskiy,61.95,159.2333,269.74,59,37,8.17,RU,2022-03-11 01:32:21
537,Uyemskiy,-13.8483,136.4192,306.08,62,40,2.57,AU,2022-03-11 01:32:21
538,Uyemskiy,39.2667,141.8833,282.48,59,94,5.14,JP,2022-03-11 01:32:22
539,Uyemskiy,54.9508,20.2275,267.06,51,39,4.48,RU,2022-03-11 01:32:22
540,Uyemskiy,41.3501,-83.1332,275.13,76,96,2.28,US,2022-03-11 01:27:36
541,Uyemskiy,40.4667,19.4897,276.97,62,1,3.18,AL,2022-03-11 01:32:24
542,Uyemskiy,-30.3,153.1333,294.13,78,100,2.06,AU,2022-03-11 01:32:24
543,Uyemskiy,-31.95,141.4333,295.99,28,3,6.17,AU,2022-03-11 01:31:24
544,Uyemskiy,51.5877,-2.9984,283.53,87,100,5.28,GB,2022-03-11 01:32:25
545,Uyemskiy,12.5058,39.5228,284.86,64,99,0.68,ET,2022-03-11 01:32:26
546,Uyemskiy,50.4592,48.1431,265.5,94,97,5.83,RU,2022-03-11 01:32:28
547,Uyemskiy,-21.35,165.15,303.75,57,7,4.71,NC,2022-03-11 01:32:29
548,Uyemskiy,39.9304,18.3553,273.79,57,1,6.31,IT,2022-03-11 01:32:30
549,Uyemskiy,14.7623,-90.9947,287.53,96,34,1.31,GT,2022-03-11 01:33:30
550,Uyemskiy,53.1421,17.6018,270.06,47,14,4.47,PL,2022-03-11 01:33:31
551,Uyemskiy,51.226,-58.6502,268.68,94,100,5.33,CA,2022-03-11 01:33:32
552,Uyemskiy,-42.5167,172.8167,297.18,37,46,3.98,NZ,2022-03-11 01:33:32
553,Uyemskiy,25.5198,90.2201,298.72,23,0,0.41,IN,2022-03-11 01:33:33
554,Uyemskiy,18.0384,-71.744,299.17,68,14,3.17,DO,2022-03-11 01:33:34
555,Uyemskiy,5.7947,0.8973,301.11,86,99,5.09,GH,2022-03-11 01:33:35
556,Uyemskiy,60.1545,-1.1494,281.15,90,48,13.18,GB,2022-03-11 01:33:35
557,Uyemskiy,-29.6643,17.8865,296.65,53,100,2.25,ZA,2022-03-11 01:33:36
558,Uyemskiy,64.4743,40.8524,268.18,79,100,3.0,RU,2022-03-11 01:33:37
